"id","code","name","parent_id/id","type","user_type/id","reconcile"
"l10n_tn.pcg_78111","78111","Immobilisations incorporelles","l10n_tn.pcg_7811","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_78112","78112","Immobilisations corporelles","l10n_tn.pcg_7811","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7815","7815","Reprises sur provisions pour risques et charges d'exploitation","l10n_tn.pcg_781","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7816","7816","Reprises sur provisions pour dépréciation des immobilisations incorporelles et corporelles","l10n_tn.pcg_781","view","account.data_account_type_view","False"
"l10n_tn.pcg_78161","78161","Immobilisations incorporelles","l10n_tn.pcg_7816","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_78162","78162","Immobilisations corporelles","l10n_tn.pcg_7816","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7817","7817","Reprises sur provisions pour dépréciation des actifs courants (autres que les valeurs mobilières de placement et les équivalents de liquidités)","l10n_tn.pcg_781","view","account.data_account_type_view","False"
"l10n_tn.pcg_78173","78173","Stocks et en-cours","l10n_tn.pcg_7817","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_78174","78174","Créances","l10n_tn.pcg_7817","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7818","7818","Reprises sur provisions liées à une modification comptable inscrite aux résultats ou à une activité abandonnée","l10n_tn.pcg_781","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_786","786","Reprises sur provisions (à inscrire dans les produits financiers)","l10n_tn.pcg_78","view","account.data_account_type_view","False"
"l10n_tn.pcg_7865","7865","Reprises sur provisions pour risque et charges financières","l10n_tn.pcg_786","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7866","7866","Reprises sur provisions pour dépréciation des éléments financiers","l10n_tn.pcg_786","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7868","7868","Reprises sur provisions (à inscrire dans les produits financiers) liées à une modification comptable inscrite aux résultats de ou à une activité abandonnée","l10n_tn.pcg_786","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_79","79","Transferts de charges","l10n_tn.pcg_7","view","account.data_account_type_view","False"
